premise,hypothesis,label,triplet_nr
One dog playing with a blond girl.,An animal is playing.,0,142616
Two women walk down the street in the city linking arms.,Women walk down the street.,0,142625
Two women walk down the street in the city linking arms.,Women beating their husbands for walking.,2,142625
Two women walk down the street in the city linking arms.,Women walking down the street to the supermarket.,1,142625
An Arab woman carrying goods from one place to another.,A woman is kneeling in prayer.,2,142632
An Arab woman carrying goods from one place to another.,A woman is carrying produce home from a market.,1,142632
An Arab woman carrying goods from one place to another.,A woman is moving several things.,0,142632
a young boy wearing a yellow scubba mask giving the thumbs up,The boy is about to go scuba diving.,0,142634
a young boy wearing a yellow scubba mask giving the thumbs up,This is the boy's first time scuba diving.,1,142634
a young boy wearing a yellow scubba mask giving the thumbs up,The boy hates scuba diving.,2,142634
"Two elderly people wearing coats, having a discussion outside.",Elderly people are having an outdoor discussion.,0,142651
"Two elderly people wearing coats, having a discussion outside.",The 80-year-olds are wearing coats and sitting in the snow having a discussion.,1,142651
"Two elderly people wearing coats, having a discussion outside.",Two elderly people are wearing bathing suits inside.,2,142651
A small child in a hood is sitting in a train and looking at the platform.,The small child is swimming in the ocean.,2,142710
A small child in a hood is sitting in a train and looking at the platform.,The small child is heading towards his Aunties house by train.,1,142710
A small child in a hood is sitting in a train and looking at the platform.,A small male has clothes on in a moving vehicle.,0,142710
A man is holding a guitar with a light shining behind him.,A man is holding an instrument with a light shining behind him.,0,142714
A man is holding a guitar with a light shining behind him.,A sad man is holding a guitar with a light shining behind him.,1,142714
A man is holding a guitar with a light shining behind him.,A woman is holding a guitar with a light shining behind him.,2,142714
Woman in black walks with child past a wall mural of a arid landscape.,A woman holds a child while wearing black.,0,142719
Woman in black walks with child past a wall mural of a arid landscape.,A woman show a wall mural to her child.,1,142719
Woman in black walks with child past a wall mural of a arid landscape.,A family of four checks into the hotel.,2,142719
A group of preteens jumping at the same time.,Preteens smoking,2,142720
A group of preteens jumping at the same time.,Preteens jumping,0,142720
A group of preteens jumping at the same time.,Preteens trying to take a picture,1,142720
Woman with dark hair sits on train.,The woman is waiting for her husband to meet her on the train.,1,142725
Woman with dark hair sits on train.,The woman is standing up on the train.,2,142725
Woman with dark hair sits on train.,The woman is sitting on the train.,0,142725
There is a man on a bucking horse holding on tightly while the crowd watches at a rodeo.,The final round in the interstate rodeo watched by a crowd.,1,142738
There is a man on a bucking horse holding on tightly while the crowd watches at a rodeo.,The man is riding a wild horse.,0,142738
There is a man on a bucking horse holding on tightly while the crowd watches at a rodeo.,A man is competing in a competitive horse riding contest.,1,142738
A little boy with brown hair and a sweater is smiling mischievously by some flowers and plants.,A little boy is watching tv with his friends.,2,142746
A little boy with brown hair and a sweater is smiling mischievously by some flowers and plants.,A little boy with brown hair and a green sweater is smiling mischievously by some flowers and plants.,1,142746
A little boy with brown hair and a sweater is smiling mischievously by some flowers and plants.,A youngster is outdoors.,0,142746
This group of people are eating and drinking in a circle.,There are some people in this picture,0,142759
This group of people are eating and drinking in a circle.,They are at the park having a blast,1,142759
This group of people are eating and drinking in a circle.,They are circling the planet Mars,2,142759
"There are a group of people clapping, and surrounding a man dressed in black.",A man in black performs for a group of people,1,142764
"There are a group of people clapping, and surrounding a man dressed in black.",A group of people confront a man in black,2,142764
"There are a group of people clapping, and surrounding a man dressed in black.",There are people clapping around a man dressed in black,0,142764
"Customers and the vendor at a street food truck are looking into a barn, where many people are seated at picnic tables.",People in a crowd enjoying a music festival.,2,142782
"Customers and the vendor at a street food truck are looking into a barn, where many people are seated at picnic tables.","People looking at animals in a bar, while others eat their food at picnic tables.",1,142782
"Customers and the vendor at a street food truck are looking into a barn, where many people are seated at picnic tables.",People looking at something while others sit at tables.,0,142782
Tourists are viewing a statue of a Greek god.,People are observing a piece of art.,0,142786
Tourists are viewing a statue of a Greek god.,A woman in an art gallery is looking at a picture.,2,142786
Tourists are viewing a statue of a Greek god.,Tourists in Rome are looking at sculptures.,1,142786
A group of people relax and site see at an outdoor statue design.,A group looking at a statue outside.,0,142790
A group of people relax and site see at an outdoor statue design.,A child playing in a sand box.,2,142790
A group of people relax and site see at an outdoor statue design.,A group of friends enjoying an afternoon.,1,142790
Man in punkish outfit rides unusual bike on city sidewalk.,A man in a business suit is riding in a taxi.,2,142815
Man in punkish outfit rides unusual bike on city sidewalk.,A man is riding a bike outdoors.,0,142815
Man in punkish outfit rides unusual bike on city sidewalk.,A man is riding a unicycle.,1,142815
A man carving an elephant while woodworking.,A human carving,0,142922
A man carving an elephant while woodworking.,Nobody is carving,2,142922
